,Term_NDoc_Date,Sentence
1410,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um die Entstehung von „Pa rallelgesellschaften“ zu verhindern."
1411,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1412,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1413,18_144_2015-12-04,"Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1414,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1415,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1416,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1417,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1418,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1419,18_144_2015-12-04,"Meine Fraktion unterstützt die Bundesregierung ausdrücklich darin, ihre Aktivitäten gegen den internationalen Terrorismus im Allgemeinen und gegen ISIS im Besonderen zu verstärken."
1420,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1421,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1422,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1423,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen  Deutscher Bundestag – 18.
1424,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1425,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration, insbesondere junger Muslime, müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1426,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.
1427,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1428,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1429,18_144_2015-12-04,Im Gegenteil: Unsere Anstrengungen zur Integration des Islam in unsere Gesellschaft und insbesondere junger Muslime müssen gesteigert werden.
1430,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1431,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1432,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1433,18_144_2015-12-04,"Die bedeutendste Ressource des Da'isch ist die unter seiner Kontrolle stehende Bevölkerung und seine Fähigkeit, Tausende Dschihadisten aus aller Welt anzuziehen, zu trainieren und in den Kampf zu schicken."
1434,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1435,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1436,18_144_2015-12-04,Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden.
1437,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1438,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1439,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration, insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1440,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.
1441,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1442,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1443,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1444,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1445,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1446,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1447,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1448,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration, insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1449,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.
1450,18_144_2015-12-04,Ich setze mich in Berlin schon seit Langem für die Bekämpfung von Fluchtursachen durch die Stärkung wirtschaftlicher Beziehungen ein.
1451,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1452,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1453,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1454,18_144_2015-12-04,"Der 14-jährige „Krieg gegen den Terror“, der im Irak und in Afghanistan geführt wurde, hat den Terrorismus nicht vermindert – im Gegenteil."
1455,18_144_2015-12-04,"Sozial hoch stigmatisierte Immigranten-Kinder der x-ten Generation aus den nordöstlichen Pariser Vororten (wie etwa Drancy, Saint Denis) brauen sich eine apokalyptische Ideologie zusammen und bekommen in Syrien oder Afghanistan eine militärische Ausbildung, um unvorstellbare Verbrechen dort und dann im Westen zu begehen ..."
1456,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1457,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1458,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um die Entstehung von „Pa rallelgesellschaften“ zu verhindern."
1459,18_144_2015-12-04,"Meine Fraktion unterstützt die Bundesregierung ausdrücklich darin, ihre Aktivitäten gegen den internationalen Terrorismus im Allgemeinen und gegen ISIS im Besonderen zu verstärken."
1460,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1461,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1462,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1463,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1464,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen  Deutscher Bundestag – 18.
1465,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1466,18_144_2015-12-04,"Ich bin zutiefst überzeugt, dass Terrorismus nicht mit militärischen Mitteln zu besiegen ist."
1467,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1468,18_144_2015-12-04,"Im Gegenteil: Die Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1469,18_144_2015-12-04,"Ich bin zutiefst überzeugt, dass Terrorismus nicht mit militärischen Mitteln zu besiegen ist."
1470,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime und Muslima müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1471,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um die Rekrutierung dieser Menschen durch Terrorgruppen zu verhindern."
1472,18_144_2015-12-04,Zu den bisher beschlossenen Maßnahmen gehören die Unterbindung der Anwerbung und Ausreise von ausländischen terroristischen Kämpfern nach Syrien und vor allem die konsequente Unterbindung der Finanzierung des Terrorismus.
1473,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen  Staaten angewendet werden.
1474,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1475,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1476,18_144_2015-12-04,"Terrorismus, wie er mit den Anschlägen von Paris für eine unfassbare Dimension menschenverachtender Grausamkeit steht, muss insofern schnellstmöglich bekämpft werden, auch aus Solidarität mit den Opfern von Terrorismus und ihren Angehörigen  Deutscher Bundestag – 18."
1477,18_144_2015-12-04,"Wir wissen, dass der Nährboden von Terrorismus in Armut, Verelendung, Zerstörung und Perspektivlosigkeit, auch infolge von Kriegen liegt."
1478,18_144_2015-12-04,"Dies setzt voraus, dass die Bekämpfung des für die Anschläge von Paris maßgeblichen Terrorismus mit Militäreinsätzen in Syrien erreicht werden kann."
1479,18_144_2015-12-04,"Die heutige terroristische Bedrohung ist somit auch Kennzeichen eines Versagens der westlichen Welt, Ursachen von Terrorismus frühzeitig zu begegnen."
1480,18_144_2015-12-04,"Auch wenn solche Ziele und die mit ihnen zu bekämpfenden Verelendungsursachen nur langfristig erreichbar sind, sind sie nicht minder wirksam, Terrorismus vorzubeugen und dessen weitere Ausbreitung zu bekämpfen – in Solidarität mit unseren Mitmenschen."
1481,18_144_2015-12-04,"Der betreffende Bundeswehreinsatz erfüllt nach meiner Überzeugung weder die für ein Mandat benötigten völkerrechtlichen Voraussetzungen noch ist er geeignet, das verfolgte Ziel zu erreichen, ohne in einer nicht absehbaren Dimension weitere Risiken, auch eine Ausbreitung von Terrorismus, einzugehen."
1482,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1483,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1484,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration, insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1485,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.
1486,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1487,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1488,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1489,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1490,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1491,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1492,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1493,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
1494,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern."
1495,18_144_2015-12-04,Dezember 2015 14259  (A) (C)  (B) (D)  solution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.
1496,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.
