,Unnamed: 0,Term_NDoc_Date,Sentence,polarity
1369,1369,18_143_2015-12-03,"Das Rückübernahmeabkommen der EU mit Afghanistan, das im Übrigen auch andere Länder  schon abgeschlossen haben, wäre ein weiterer sinnvoller Schritt, der in erster Linie der Durchsetzung unseres Asylrechts dienen würde.",0.85
1973,1973,18_153_2016-01-29,Daher sollten wir die Potenziale der Zuwanderung nutzen und eine erfolgreiche Integration über Bildung und Beschäftigung unterstützen.,0.85
3253,3253,18_201_2016-11-22,"Freiwillige Rückkehr ist allemal besser als Abschiebung, aber freiwillige Rückkehr und Abschiebung stehen in einem engen Zusammenhang.",0.85
81,81,18_103_2015-05-07,"Es waren Deutsche, die im südpolnischen Ort Oswiecim das größte Grauen der Menschheitsgeschichte angerichtet haben, indem sie die Juden Europas dorthin deportiert haben, misshandelt, gequält und ermordet haben.",0.85
1813,1813,18_149_2016-01-14,"Mit dem Gesetzentwurf, den wir heute beraten und verabschieden, ist ein sehr wichtiger Schritt zur Steuerung und Ordnung des Asylverfahrens gelungen.",0.85
3914,3914,18_79_2015-01-15,"Denen müssen wir – das ist unsere humanitäre Verantwortung – hier Asyl gewähren, denen müssen wir hier Raum und Platz bieten.",0.85
1994,1994,18_154_2016-02-17,"Ich finde, dass das Konzept der Regierung, wie es die Kanzlerin vorgestellt hat, noch immer richtig ist:  Wir wollen erstens die Fluchtursachen bekämpfen und die Lage der Flüchtlinge in der Krisenregion verbessern.",0.85
2424,2424,18_164_2016-04-14,"Wir haben zugesagt, dass wir Asylanträge schnell und rechtssicher bearbeiten und dass wir die Integrationsarbeit auf kommunaler Ebene erleichtern, indem wir Finanzmittel zur Verfügung stellen und entsprechende Möglichkeiten einräumen und indem wir dieses Recht auch anwendbar machen.",0.82
4112,4112,18_85_2015-02-05,"Wir als Linke haben dabei deutlich gemacht, dass die Kommunen insbesondere bei den Sozialausgaben entlastet werden müssen, und das nicht nur kleckerweise, sondern indem der Bund auch tatsächlich Verantwortung und die entsprechenden Kosten vollständig übernimmt, allen voran die Kosten der Unterkunft, die KdU, aber auch die Kosten der Leistungen für Asylbewerber und beim BAföG. Dann wäre auch genug Geld in den Kassen, um beispielsweise die Unterbringung von Flüchtlingen und Asylsuchenden menschenwürdig und sozial integrativ zu gestalten.",0.8
1204,1204,18_140_2015-11-26,"Ich finde, deswegen ist der Dreischritt richtig, nämlich sich um die Hilfe in den Nachbarregionen Syriens zu kümmern, die Außengrenze der Europäischen Union zu sichern und dann aber auch bereit zu sein, Kontingente an Flüchtlingen, und zwar in hoher Zahl, ohne Schlepper und auf geordnetem Wege nach Deutschland zu holen – nach meiner Vorstellung unter der Überschrift: Frauen und Kinder zuerst und Vorrang für Familien.",0.7999999999999999
1945,1945,18_153_2016-01-29,"Bei der Integration dieser Smart Grids ist die Elektromobilität, zu der sich die SPD-Fraktion in dieser Woche klar positioniert hat, ein wichtiger Baustein.",0.7999999999999999
552,552,18_121_2015-09-10,"Nur wenn Recht und Gesetz konsequent angewendet werden, werden die Solidarität der großen Mehrheit der Bürgerinnen und Bürger dieses Landes anhalten und auch die eine oder andere Angst, das eine oder andere Unbehagen beim Thema Zuwanderung verschwinden.",0.7999999999999999
1323,1323,18_141_2015-11-27,"Trotz dieser positiven Entwicklung sehe ich angesichts der ungesteuerten und unbegrenzten Zuwanderung große Risiken für die Einhaltung des angestrebten Haushaltsziels, die schwarze Null – ohne Steuererhöhung – zu halten.",0.7999999999999999
1946,1946,18_153_2016-01-29,"Deswegen haben wir uns in unserem, wie ich finde, sehr guten und ausführlichen Antrag dazu bekannt, dass wir weitere Modellregionen ausweisen wollen.",0.7999999999999999
3920,3920,18_79_2015-01-15,"Wir unterstützen die Kommunen und helfen ihnen, die Flüchtlinge und Asylbewerber gut aufzunehmen.",0.7999999999999999
3019,3019,18_187_2016-09-08,"Da gilt natürlich, dass wir alles tun wollen und tun müssen, damit sie bestmöglich in den Arbeitsmarkt integriert werden, dass wir auch aus Fehlern gescheiterter Integration in der Vergangenheit lernen.",0.7999999999999999
179,179,18_110_2015-06-12,"Zunächst einmal würde ich es begrüßen, wenn Sie sich, bevor Sie hier mögliche Hindernisse benennen und Probleme formulieren, in einem ersten Schritt einmal dazu bekennen würden, dass es richtig ist, Schlepperboote, wenn sie denn als solche identifiziert werden, zu zerstören.",0.7999999999999999
1324,1324,18_143_2015-12-03,"Wenn wir uns anschauen, dass im selben Bericht für das Jahr 2014 eine Senkung um 27 Prozent gegenüber 1990 ausgewiesen ist, dann wird klar, dass diese 110 Millionen Tonnen ein Drittel dieser Senkung gegenüber dem Jahr 1990 ausmachen.",0.7999999999999999
3846,3846,18_239_2017-06-21,"Wir brauchen auch Zuwanderung, und wir wollen für Talente aus aller Welt attraktiv sein, die uns helfen, unseren Wohlstand zu sichern und auszubauen.",0.7999999999999999
3803,3803,18_233_2017-05-17,"Ihr Antrag „Eine erfolgreiche Integrationspolitik erfordert eine soziale Offensive für alle“ erweckt den Eindruck, es herrsche große soziale Ungerechtigkeit in unserem Land.",0.7999999999999999
1885,1885,18_152_2016-01-28,"Aber umgekehrt müssen wir jetzt auch eine ganze Menge schaffen, damit wir tatsächlich wirtschaftliche und soziale Integration in diesem Land leisten, damit wir unsere Gesellschaft zusammenhalten, damit wir diejenigen, die zu uns gekommen sind und die dauerhaft bei uns bleiben werden, tatsächlich gut integrieren können.",0.7999999999999999
338,338,18_119_2015-09-08,"Deshalb müssen diejenigen ohne Asylgrund, so schwer es auch ist, schnell in ihre Heimat zurückgeführt werden, so menschlich nachvollziehbar wirtschaftliche oder andere soziale Gründe auch sind.",0.7999999999999999
3775,3775,18_226_2017-03-24,"Natürlich möchte ich ebenso – auch Frau Engelmeier hat darauf hingewiesen – das ganz wichtige Programm „Integration durch Sport“ vom BMI und BAMF erwähnen, für das ein großer finanzieller Aufwand geleistet wird.",0.7999999999999999
1163,1163,18_139_2015-11-25,"Meine Damen und Herren, damit wir denen, die wirklich Hilfe brauchen, auch wirksam helfen können, ist es wichtig, auch in Deutschland einen Beitrag zur Bewältigung dieser Herausforderungen zu leisten, alle verfügbaren Kräfte einzubinden und gleichzeitig die Fluchtursachen vor Ort zu bekämpfen.",0.7999999999999999
4039,4039,18_85_2015-02-05,Wir können und sollten über dieses wichtige Thema der Einwanderung sachlich und ruhig debattieren.,0.7999999999999999
3231,3231,18_201_2016-11-22,"Es wäre schön gewesen, wenn sich Frau Özoğuz als Integrationsbeauftragte und Staatsministerin einfach einmal beim Verfassungsschutz und bei der Polizei für besonnenes und konsequentes Vorgehen gegen Verfassungsfeinde bedankt hätte.",0.7999999999999999
804,804,18_128_2015-10-02,"Das widerspricht nicht nur unserer persönlichen politischen Ethik, darüber hinaus ist Integration auch ganz einfach in unserem eigenen Interesse, wenn wir weiterhin als Nation stark und wettbewerbsfähig sein wollen.",0.7999999999999999
442,442,18_120_2015-09-09,"Aber wenn wir das ernst meinen – wir meinen es alle ernst –, dass die Fluchtursachen langfristig nur in den Krisenregionen bekämpft werden können, dann müssen wir uns auch dazu bekennen, dass alle Etats in unserem Haushalt, die sich um die internationale Verantwortung kümmern – humanitäre Hilfe, Polizeiausbildung, wirtschaftliche Zusammenarbeit, aber auch der Etat für Verteidigung –, in den nächsten Jahren deutlicher anwachsen müssen, um dieser Verantwortung gerecht zu werden.",0.7999999999999999
2807,2807,18_176_2016-06-09,"Wir wollen sie in unserem Land integrieren und die Menschenrechtskonvention und die Flüchtlingskonvention entsprechend berücksichtigen, aber nicht jedem Menschen, gleich welcher Nationalität, ohne ein ordentliches Verfahren und ohne Integration ein Residenzrecht in Deutschland einräumen.",0.7999999999999999
1606,1606,18_146_2015-12-17,"Herr  Kiesewetter, wenn Sie dem sogenannten Schlepperwesen wirklich die Geschäftsgrundlage entziehen wollen, gibt es ein ganz einfaches Mittel: Schaffen Sie einfach legale Flucht- und Einreisemöglichkeiten!",0.7999999999999999
3558,3558,18_211_2017-01-18,"Wir sollten dafür sorgen, dass die Moscheen, die von Saudi-Arabien finanziert werden – wo Herr Amri offensichtlich vorher war –, zugemacht werden, damit hier nicht in irgendeiner Art und Weise Terrorismus gefördert wird.",0.7999999999999999
11,11,18_100_2015-04-23,"Die Mehrheit der deutschen Bevölkerung steht beispielhaft zu unserer Willkommenskultur, indem sie vor Ort auf vielfältige Weise die Ankunft und das Leben der Flüchtlinge begleitet und erleichtert.",0.7999999999999999
3628,3628,18_218_2017-02-16,"Wir müssen dafür sorgen, dass die Reichen in diesem Land den Tisch decken für eine soziale Offensive in diesem Land, damit Integration gelingen kann, damit nicht gespaltet wird, damit kein Rassismus in diesem Land geschürt wird, sondern eine Perspektive für alle Menschen in Deutschland gewährleistet ist und somit denjenigen, die von dieser Situation profitiert haben, der Nährboden entzogen wird.",0.7749999999999999
2930,2930,18_185_2016-09-06,"Die Balance dieses Haushalts besteht darin, dass wir objektiv und subjektiv für Sicherheit sorgen und gleichzeitig beim Thema Integration gewährleisten, dass die Asylverfahren schneller und besser abgewickelt werden, dass die Integration der Asylbewerber, die bleiben sollen, deutlich intensiviert und auch mit Geld unterfüttert wird und dass auch das Rückkehrmanagement für diejenigen, die nicht bleiben sollen, deutlich intensiviert wird.",0.7749999999999999
273,273,18_119_2015-09-08,"Wir müssen die rechtlichen Regelungen in Bezug auf den Aufenthalt und die Gewährung von Asyl und Zuflucht auf den Prüfstand stellen und dafür sorgen, dass unser Land genügend Kapazitäten hat, um den wirklich Schutzbedürftigen und den Menschen mit Bleibeperspektive zu helfen.",0.7749999999999999
3712,3712,18_218_2017-02-16,"Die Strategie, Arbeitsmarktengpässe kurzfristig und flexibel zu überwinden, erinnert dabei stark an das „Gastarbeiterkonzept“, das ebenfalls mit der Rückkehr der Arbeitskräfte kalkulierte, ohne deren sozialen Bedürfnisse im Land ausreichend zu berücksichtigen und Integrationsangebote zu machen.",0.7749999999999999
1540,1540,18_145_2015-12-16,"Eine echte Fluchtursachenbekämpfung wäre, wenn man mit Ländern und Zivilgesellschaften zusammenarbeitete, in denen es eine Chance gibt, dass es besser wird, wenn man dafür sorgen würde, dass die Lebensbedingungen der Menschen besser werden, wenn man dafür sorgen würde, dass wir einen fairen Handel erreichen.",0.76
2878,2878,18_185_2016-09-06,"Wir müssen jetzt beweisen, dass die Integration der vielen Flüchtlinge gelingen kann, der Flüchtlinge, die hierbleiben werden, sei es auch nur für einen gewissen Zeitraum, und wir müssen beweisen, dass wir die möglichen Sicherheitsrisiken, die mit diesem Zustrom an Menschen auch verbunden sind, erkennen und unter Kontrolle halten.",0.75
1214,1214,18_140_2015-11-26,"Allerdings möchte ich an dieser Stelle auch nicht verschweigen, dass wir uns perspektivisch mit der Frage beschäftigen müssen, wie sich die Integration der Asylsuchenden in den nächsten Jahren auch auf die Krankenversicherung auswirken wird.",0.75
282,282,18_119_2015-09-08,"Ich glaube, wir werden auch gut daran tun – das wird eine sehr wesentliche Integrationsaufgabe sein –, diejenigen, die zu uns kommen und die bisher nicht in einer rechtsstaatlichen Situation gelebt haben, und diejenigen, die möglicherweise mit unserer Rechtsordnung gar nicht klarkommen, davon zu überzeugen, dass sie diese Rechtsordnung annehmen und dass sie sie am Ende des Tages auch aktiv mit uns leben müssen, wenn sie bei uns leben wollen.",0.75
50,50,18_100_2015-04-23,"Das ist ein wichtiges Signal, um denjenigen Tätern, die sich vom Terrorismus abwenden möchten, die Möglichkeit zu geben, ihre Strafe durch die aktive Hilfe zur Aufklärung der Strukturen des Terrorismus zu reduzieren oder gar abzuwenden.",0.74
2106,2106,18_156_2016-02-19,"Wenn Ihr Asylantrag aber rechtskräftig abgelehnt worden ist und es keinen wirklichen Duldungsgrund gibt, müssen Sie unser Land verlassen.",0.7333333333333334
1097,1097,18_139_2015-11-25,"Das ist nicht nur deshalb richtig, weil die Bearbeitungsprozesse jetzt beschleunigt werden können, da die Bundesagentur für Arbeit aus der Zeit von 5 Millionen Arbeitslosen über große Fähigkeiten und auch Erfahrungen verfügt, wie man mit einer großen Zahl von Menschen solche Prozesse vernünftig organisiert, sondern auch, weil wir damit sicherstellen, dass der Weg für die, die einen Schutzstatus haben, in die Integration in den Arbeitsmarkt sehr gut funktionieren kann, weil wir hier keine Doppelarbeit mehr machen.",0.7333333333333334
1417,1417,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.,0.7
1492,1492,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.,0.7
1284,1284,18_140_2015-11-26,Die große Willkommenskultur – auch das haben wir schon gehört – hat leider nicht nur Freunde.,0.7
3527,3527,18_210_2016-12-16,Wer hat denn die Integrationskurse erfunden?,0.7
2769,2769,18_176_2016-06-09,"Das alles geht zulasten der Kontrollierbarkeit, der Transparenz und der Rechte der Bürgerinnen und Bürger und geht hart an den Erfordernissen der Terrorismusbekämpfung vorbei.",0.7
2717,2717,18_174_2016-06-03,"Der große Vorteil dieses Gesetzes, das uns im Entwurf vorliegt, ist der, dass erstmals das sehr weite Themenfeld der Integration auf die jeweiligen Gruppierungen spezifisch zugeschnitten wird.",0.7
1495,1495,18_144_2015-12-04,Dezember 2015 14259  (A) (C)  (B) (D)  solution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.,0.7
2803,2803,18_176_2016-06-09,Für uns Sozialdemokratinnen und Sozialdemokraten ist es ein wichtiger Schritt hin zu einem Einwanderungsgesetz.,0.7
1419,1419,18_144_2015-12-04,"Meine Fraktion unterstützt die Bundesregierung ausdrücklich darin, ihre Aktivitäten gegen den internationalen Terrorismus im Allgemeinen und gegen ISIS im Besonderen zu verstärken.",0.7
3570,3570,18_211_2017-01-18,Transitzentren ernsthaft nach.,0.7
2806,2806,18_176_2016-06-09,"Wir wollen den Menschen, die ein Asylrecht haben, auch Asyl gewähren.",0.7
1362,1362,18_143_2015-12-03,"Wir müssen angesichts dieser Dimension ganz eindeutig klarstellen, dass unser Asylrecht – hierum geht es – nur im begründeten Einzelfall helfen kann.",0.7
1414,1414,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.,0.7
2787,2787,18_176_2016-06-09,"Die Aussichten von Jugendlichen mit Migrationshintergrund auf einen Ausbildungsplatz sind erheblich geringer, und dies auch bei gleichen Leistungen.",0.7
1508,1508,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.,0.7
2801,2801,18_176_2016-06-09,Allein im letzten Jahr haben fast 500 000 Menschen in Deutschland Asyl beantragt.,0.7
1257,1257,18_140_2015-11-26,"Da die Integration der Flüchtlinge auf dem Arbeitsmarkt in den Orten bewältigt werden muss, in denen sie sich tatsächlich befinden, muss das zusätzlich erforderli Deutscher Bundestag – 18.",0.7
2786,2786,18_176_2016-06-09,Auch im Blick auf	 die	 Integration	 der	 Geflüchteten	 besteht	 weiterhin	 großer Handlungsbedarf.,0.7
2577,2577,18_171_2016-05-13,"Wir unterscheiden zwischen den Gruppen und legen fest, wer Asyl bekommen muss.",0.7
1512,1512,18_144_2015-12-04,Ebenso müssen die in der Resolution aufgeführten Maßnahmen zur Unterbindung der Finanzierung des Terrorismus konsequent und von allen Staaten angewendet werden.,0.7
2575,2575,18_171_2016-05-13,"Wir haben nun eine veränderte Situation, weil wir im Oktober mit den Änderungen im Asylrecht eine Verfeinerung der Zusammenarbeit zwischen der Regierung auf der einen Seite und dem Parlament auf der anderen Seite vorgenommen haben.",0.7
1383,1383,18_143_2015-12-03,Die Umstellung unseres Energiesystems und die Integration der volatilen erneuerbaren Energien wird uns noch lange Zeit vor große Herausforderungen stellen.,0.7
